gameId,summonerName,champion,kills,deaths,assists,teamPosition,win,kda,cs,timePlayed
7790106250,,Yuumi,1,2,22,UTILITY,True,11.5,12,1217
7763632834,,Lucian,6,4,17,BOTTOM,True,5.75,293,1987
7774954670,,Elise,6,14,7,UTILITY,False,0.9285714285714286,39,1593
7785574237,,Zed,9,4,9,MIDDLE,True,4.5,239,2092
7788074676,,Samira,10,8,13,BOTTOM,True,2.875,250,1946
7784757249,,Qiyana,11,3,11,JUNGLE,True,7.333333333333333,205,1626
7788201981,,LeeSin,11,7,5,TOP,False,2.2857142857142856,280,2464
7783493690,,Sylas,11,8,14,UTILITY,True,3.125,33,1442
7758114471,,Lulu,2,1,12,UTILITY,True,14,17,1387
7762588261,,Jhin,0,2,0,BOTTOM,False,0,121,1097
7790134718,,LeeSin,3,6,4,JUNGLE,False,1.1666666666666667,100,1029
7784211667,,Gragas,1,5,0,TOP,False,0.2,191,1652
7780240136,,LeeSin,7,1,4,JUNGLE,True,11,162,1377
7791379676,,Lux,2,13,4,UTILITY,False,0.46153846153846156,79,1683
7757453739,,Yasuo,5,10,9,MIDDLE,False,1.4,231,2374
7789285604,,Sylas,9,8,7,JUNGLE,False,2,175,1994
7783907902,,Hwei,2,3,8,MIDDLE,False,3.3333333333333335,131,1312
7774358911,,Neeko,6,8,7,UTILITY,True,1.625,64,1954
7769459074,,Akali,8,8,5,MIDDLE,False,1.625,277,2455
7789326621,,Yasuo,10,8,13,MIDDLE,True,2.875,195,1815
7773758697,,Jax,4,7,2,TOP,False,0.8571428571428571,225,1713
7791688294,,Yasuo,9,11,5,TOP,False,1.2727272727272727,192,1651
7769275555,,Swain,6,7,13,UTILITY,False,2.7142857142857144,143,2258
7785280952,,Pantheon,8,4,13,JUNGLE,True,5.25,193,1745
7769430154,,Yone,3,6,5,MIDDLE,False,1.3333333333333333,210,1749
7786489117,,Pantheon,10,6,5,JUNGLE,False,2.5,184,1903
7788349707,,Akali,9,9,5,MIDDLE,False,1.5555555555555556,206,1979
7789716340,,Elise,14,3,7,JUNGLE,True,7,187,1566
7786309189,,Sylas,14,3,9,JUNGLE,True,7.666666666666667,228,1859
7786467066,,Tryndamere,3,8,7,TOP,False,1.25,225,1949
7766902941,,Volibear,2,5,1,JUNGLE,False,0.6,114,1490
7777825301,,Elise,5,6,4,UTILITY,True,1.5,28,1359
7784775811,,Aatrox,9,6,4,TOP,True,2.1666666666666665,189,1684
7766081172,,Gangplank,7,6,7,TOP,False,2.3333333333333335,182,1606
7791807343,,Viego,5,11,11,JUNGLE,True,1.4545454545454546,162,2109
7774824950,,Akshan,11,4,2,MIDDLE,True,3.25,218,1703
7790133122,,Jhin,8,10,6,BOTTOM,False,1.4,191,1799
7789732947,,Sivir,19,4,14,BOTTOM,True,8.25,226,1499
7791842824,,Yunara,4,2,7,BOTTOM,True,5.5,195,1408
7766010198,,Morgana,2,5,20,UTILITY,True,4.4,29,1600
7774427603,,Blitzcrank,1,2,16,UTILITY,True,8.5,21,1584
7790453573,,Yone,1,7,5,TOP,False,0.8571428571428571,185,1553
7754035672,,Kassadin,0,16,6,MIDDLE,False,0.375,144,1861
7758605313,,Galio,2,1,5,MIDDLE,False,7,181,1307
7767046189,,Yunara,2,5,8,BOTTOM,True,2,246,1675
7791232164,,Sivir,6,8,20,BOTTOM,True,3.25,214,2096
7780067304,,Kaisa,8,9,6,BOTTOM,False,1.5555555555555556,156,1461
7786643902,,Xayah,7,7,13,BOTTOM,True,2.857142857142857,176,1729
7789992800,,Kaisa,11,3,15,BOTTOM,True,8.666666666666666,228,1909
7791549186,,Azir,8,8,9,MIDDLE,True,2.125,280,2376
7789503382,,Neeko,1,5,2,UTILITY,False,0.6,17,944
7791101015,,Aphelios,14,4,5,BOTTOM,True,4.75,211,1658
7748498279,,Ahri,3,3,2,MIDDLE,False,1.6666666666666667,189,1499
7790379835,,Alistar,0,8,15,UTILITY,False,1.875,29,1929
7777819014,,Garen,4,9,5,TOP,False,1,188,1737
7789570470,,Zed,2,11,5,TOP,False,0.6363636363636364,239,2110
7770995703,,Warwick,10,12,11,JUNGLE,True,1.75,209,2152
7770126173,,Graves,3,3,0,JUNGLE,False,1,150,1223
7791413097,,Sylas,15,6,7,JUNGLE,True,3.6666666666666665,138,1419
7787180904,,Qiyana,6,7,10,MIDDLE,False,2.2857142857142856,164,1715
7783646749,,JarvanIV,7,3,5,JUNGLE,True,4,132,1289
7784950562,,Jhin,9,9,6,BOTTOM,False,1.6666666666666667,186,1749
7789084999,,MissFortune,11,3,15,BOTTOM,True,8.666666666666666,232,1831
7753785193,,Volibear,15,6,7,TOP,True,3.6666666666666665,206,1760
7775546718,,Pyke,11,7,13,UTILITY,False,3.4285714285714284,36,1807
7768711660,,TwistedFate,5,4,16,MIDDLE,True,5.25,214,1897
7788173776,,Nautilus,1,8,11,UTILITY,False,1.5,17,1633
